,Unnamed: 0.1,PID,GrLivArea,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,MSSubClass.1,MoSold.1,MSZoning_C (all),MSZoning_FV,MSZoning_I (all),MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_None,Alley_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSewr,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_PreCast,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_PreCast,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mixed,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,GarageFinish_No,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_P,PavedDrive_Y,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_No,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,log_2ndFlrSF,yeo_LotFrontage,log_LotFrontage,log_BsmtUnfSF,log_EnclosedPorch,bc_GrLivArea,log_LotArea,log_MasVnrArea,yeo_TotalBsmtSF,log_first_FlrSF,yeo_GarageArea,log_WoodDeckSF,log_OpenPorchSF,has_pool,log_BsmtFinSF1
2202,386,908102030,796,30,RL,67.0,8777,Pave,None,4,Lvl,AllPub,Inside,3,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,3,3,CBlock,2,3,0,1,0.0,1,0.0,796.0,796.0,GasA,4,Y,FuseA,796,0,0,0.0,0.0,1,0,2,1,3,4,8,0,0,No,,No,0.0,0.0,0,0,P,328,0,164,0,0,0,,MnPrv,No,0,5,2008,WD ,Normal,30,5,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0,29.38919864320102,4.219507705176107,6.680854678790215,5.10594547390058,7.642789595102436,9.079889942592118,0.0,244.85167939534915,6.679599185844383,0.0,5.796057750765372,0.0,False,0.0
111,112,533236050,1739,160,FV,24.0,2645,Pave,Pave,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,0,6,649.0,1,0.0,321.0,970.0,GasA,5,Y,SBrkr,983,756,0,1.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,1999.0,Fin,2.0,480.0,3,3,Y,115,0,0,0,0,0,,No,No,0,8,2009,WD ,Abnorml,160,8,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.6293632534374485,13.298976868435444,3.2188758248682006,5.7745515455444085,0.0,8.67582215507524,7.8804263442924,6.124683390894205,286.3223195304619,6.890609120147166,184.47297508368186,4.7535901911063645,0.0,False,6.476972362889683
1220,221,533215030,1310,120,FV,67.0,4538,Pave,None,3,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,179.0,4,3,PConc,5,3,2,6,1004.0,1,0.0,306.0,1310.0,GasA,5,Y,SBrkr,1310,0,0,1.0,0.0,1,1,1,1,4,5,8,1,3,Attchd,2001.0,RFn,2.0,545.0,3,3,Y,277,45,0,0,0,0,,No,No,0,7,2008,WD ,Normal,120,7,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.0,29.38919864320102,4.219507705176107,5.726847747587197,0.0,8.297659255424685,8.420241665339788,5.19295685089021,363.1416710300824,7.177782416195197,204.61008702099406,5.627621113690637,3.828641396489095,False,6.912742820493176
1636,637,528328100,2599,60,RL,108.0,14774,Pave,None,3,Lvl,AllPub,Corner,3,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1393.0,1393.0,GasA,5,Y,SBrkr,1422,1177,0,0.0,0.0,2,1,4,1,4,10,8,1,3,BuiltIn,1999.0,Fin,3.0,779.0,3,3,Y,668,30,0,0,0,0,,No,No,0,5,2010,WD ,Normal,60,5,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7.071573364211532,42.248824114607416,4.6913478822291435,7.2399325913204695,0.0,9.21952259801472,9.600624158088683,5.111987788356544,381.2158119125161,7.259819610363186,273.7779874358194,6.505784060128229,3.4339872044851463,False,0.0
183,184,905105040,897,20,RL,86.0,8665,Pave,None,3,Lvl,AllPub,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,89.0,3,3,CBlock,3,3,1,3,168.0,4,288.0,420.0,876.0,GasA,3,Y,SBrkr,897,0,0,0.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1968.0,RFn,1.0,264.0,3,3,Y,0,0,0,0,0,0,,No,No,0,1,2007,WD ,Normal,20,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.0,35.54393678886091,4.465908118654584,6.042632833682381,0.0,7.7986457240367875,9.067047202149707,4.499809670330265,264.1340495627826,6.799055862058796,113.19834060895333,0.0,0.0,False,5.1298987149230735
2426,610,528120160,1713,20,RL,76.0,9591,Pave,None,4,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,262.0,4,3,PConc,5,3,2,6,1088.0,1,0.0,625.0,1713.0,GasA,5,Y,SBrkr,1713,0,0,1.0,0.0,2,0,3,1,5,7,8,1,4,Attchd,2004.0,Fin,3.0,856.0,3,3,Y,0,26,0,0,170,0,,No,No,0,1,2009,WD ,Normal,20,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,32.35364124251378,4.343805421853684,6.439350371100098,0.0,8.655606145872714,9.16858043772795,5.572154032177765,448.91084093710424,7.44600149832412,295.6316636832183,0.0,3.295836866004329,False,6.9930151229329605
1268,269,908102100,1214,20,RL,70.0,9170,Pave,None,4,Lvl,AllPub,Corner,3,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,5,698.0,6,96.0,420.0,1214.0,GasA,5,Y,SBrkr,1214,0,0,1.0,0.0,1,0,2,1,3,6,8,0,0,Detchd,1965.0,Unf,2.0,461.0,2,2,Y,0,0,184,0,0,0,,GdPrv,Shed,400,4,2007,WD ,Normal,20,4,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.0,30.38804952855421,4.2626798770413155,6.042632833682381,5.220355825078324,8.196780992251966,9.123692565250511,0.0,341.9313626791064,7.101675971619444,178.4924672901297,0.0,0.0,False,6.54965074223381
613,614,535450180,1192,50,RL,60.0,10800,Pave,None,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1.5Fin,4,4,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,720.0,720.0,GasA,3,N,FuseA,720,472,0,0.0,0.0,1,1,4,1,3,6,8,0,0,No,,No,0.0,0.0,0,0,Y,0,0,0,0,0,0,,No,No,0,12,2006,WD ,Abnorml,50,12,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,6.159095388491933,27.012664753005513,4.110873864173311,6.580639137284949,0.0,8.172585403288432,9.287301413112312,0.0,226.15042343342026,6.579251212010101,0.0,0.0,0.0,False,0.0
1839,23,904100190,704,20,RL,50.0,4280,Pave,None,3,Lvl,AllPub,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,4,9,1946,2001,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,2,3,0,1,0.0,1,0.0,560.0,560.0,GasA,5,Y,FuseA,704,0,0,0.0,1.0,1,0,2,1,2,4,8,0,0,CarPort,1946.0,Unf,1.0,220.0,3,3,Y,0,0,24,0,0,0,,No,No,0,9,2009,WD ,Normal,20,9,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.0,23.48993695597975,3.9318256327243257,6.329720905522696,3.2188758248682006,7.483308513457874,8.361708288575842,0.0,185.32440904314112,6.556778356158042,97.50844508342685,0.0,0.0,False,0.0
1961,145,533253160,1226,120,RL,40.0,3876,Pave,None,3,Lvl,AllPub,Inside,3,Greens,Norm,Norm,Twnhs,1Story,8,5,1978,1978,Gable,CompShg,Wd Sdng,Plywood,None,0.0,4,3,CBlock,4,3,3,6,652.0,3,526.0,48.0,1226.0,GasA,3,Y,SBrkr,1226,0,0,1.0,0.0,1,0,1,1,4,4,8,1,3,Attchd,1978.0,Fin,2.0,484.0,3,3,Y,133,60,0,0,0,0,,No,No,0,7,2006,WD ,Normal,120,7,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,19.782081370088417,3.713572066704308,3.8918202981106265,0.0,8.209801651623955,8.262558973010657,0.0,344.6015158186558,7.111512116496157,185.72632688865514,4.897839799950911,4.110873864173311,False,6.481577129276431
1557,558,906425045,1445,50,RL,82.0,14235,Pave,None,3,Lvl,AllPub,Inside,3,SawyerW,Norm,Norm,1Fam,1.5Fin,6,8,1900,1993,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,PConc,2,4,0,1,0.0,1,0.0,676.0,676.0,GasA,3,Y,SBrkr,831,614,0,0.0,0.0,2,0,3,1,3,6,8,0,0,Detchd,1957.0,Unf,2.0,484.0,3,3,N,0,59,0,0,0,0,,No,No,0,3,2010,WD ,Normal,50,3,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,6.421622267806518,34.27987131477905,4.418840607796598,6.517671272912275,0.0,8.428113798825995,9.563458999712138,0.0,215.133922539151,6.7226297948554485,185.72632688865514,0.0,4.0943445622221,False,0.0
2558,742,905107250,1440,60,RL,86.0,11227,Pave,None,4,Lvl,AllPub,Inside,3,Sawyer,Norm,Norm,1Fam,2Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,4,0,3,267.0,5,453.0,0.0,720.0,GasA,5,Y,SBrkr,720,720,0,0.0,0.0,1,1,4,1,3,7,8,2,3,Attchd,1968.0,Unf,2.0,480.0,3,3,Y,192,38,0,0,0,0,,MnPrv,No,0,3,2010,WD ,Normal,60,3,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,6.580639137284949,35.54393678886091,4.465908118654584,0.0,0.0,8.423494944214282,9.32607687045878,0.0,226.15042343342026,6.579251212010101,184.47297508368186,5.262690188904886,3.6635616461296463,False,5.5909869805108565
2423,607,535303030,1790,20,RL,95.0,14250,Pave,None,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,998.0,998.0,GasA,3,Y,SBrkr,1790,0,0,0.0,0.0,2,0,3,1,3,6,8,2,4,Attchd,1957.0,Fin,2.0,540.0,3,3,Y,0,40,0,0,0,0,,No,Shed,1500,9,2008,WD ,Normal,20,9,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,38.33453920885915,4.564348191467836,6.906754778648554,0.0,8.714647046154957,9.564512185696797,5.8888779583328805,292.84218996492143,7.489970898834801,203.07773349506522,0.0,3.713572066704308,False,0.0
81,82,535453020,1256,20,RL,80.0,8000,Pave,None,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,PConc,3,3,0,4,476.0,3,488.0,292.0,1256.0,GasA,4,Y,FuseA,1256,0,0,1.0,0.0,1,1,3,1,4,6,8,0,0,Attchd,1959.0,RFn,1.0,311.0,3,3,Y,0,240,0,0,0,0,,No,No,0,5,2008,WD ,Normal,20,5,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.0,33.641936302555735,4.394449154672439,5.680172609017068,0.0,8.241825253557861,8.987196820661973,0.0,351.2529078862656,7.135687347028144,129.42551799980754,0.0,5.484796933490655,False,6.1675164908883415
484,485,903225140,1210,50,RM,50.0,5000,Pave,None,4,Lvl,AllPub,Inside,3,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,1941,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,3,3,0,5,600.0,1,0.0,72.0,672.0,GasA,5,Y,SBrkr,832,378,0,0.0,0.0,1,0,3,1,4,6,8,0,0,Detchd,1941.0,Unf,1.0,240.0,3,3,P,0,0,0,0,0,0,,No,No,0,5,2008,WD ,Normal,50,5,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,5.937536205082426,23.48993695597975,3.9318256327243257,4.290459441148391,0.0,8.192413287799091,8.517193191416238,0.0,214.1250390912583,6.723832440821209,104.70666334803434,0.0,0.0,False,6.398594934535208
397,398,532378240,902,20,RL,67.0,6173,Pave,None,3,Lvl,AllPub,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75.0,3,3,CBlock,3,3,0,6,599.0,1,0.0,277.0,876.0,GasA,3,Y,SBrkr,902,0,0,0.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1967.0,Unf,1.0,288.0,3,3,Y,0,0,0,0,0,0,,MnPrv,No,0,8,2007,WD ,Normal,20,8,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.0,29.38919864320102,4.219507705176107,5.627621113690637,0.0,7.805916058703669,8.727940222393896,4.330733340286331,264.1340495627826,6.804614520062624,121.54661344948288,0.0,0.0,False,6.396929655216146
1291,292,528344060,1924,60,RL,78.0,12011,Pave,None,3,Lvl,AllPub,CulDSac,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,4,3,PConc,4,3,2,6,956.0,1,0.0,130.0,1086.0,GasA,5,Y,SBrkr,1086,838,0,1.0,0.0,2,1,3,1,4,7,8,1,3,Attchd,1998.0,RFn,2.0,592.0,3,3,Y,208,75,0,0,374,0,,No,No,0,6,2006,WD ,Normal,60,6,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,6.732210706467206,32.99990331362049,4.3694478524670215,4.875197323201151,0.0,8.811805247854311,9.39357817555449,6.274762021241939,313.08818263721855,6.990256500493881,218.88926412582688,5.342334251964811,4.330733340286331,False,6.863803391452954
